JE Code,Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %
I-2411,Toronto,Canada,NA,2/27/2017,Coffee grinder,Michael Patel,70,65,7.14%
I-2412,Delhi,India,APAC,12-12-14,Oven,David Johnson,500,500,0.00%
I-2413,Dubai,UAE,EMEA,11-10-14,Vacuum Cleaner,Roy Connelly,250,200,20.00%
I-2414,Berlin,Germany,EMEA,09-08-15,Oven,David Townsend,500,490,2.00%
I-2415,Buenos Aires,Argentina,LATAM,3/24/2016,Iron,Abdul Heywood,30,30,0.00%
I-2416,Seattle,USA,NA,5/13/2014,Coffee grinder,Heather Donald,70,55,21.43%
I-2417,Rome,Italy,EMEA,7/30/2015,Blender,Michael Toy,50,42,16.00%
I-2418,Tokyo,Japan,APAC,04-11-14,Iron,Rose Rowntree,30,26,13.33%
I-2419,Madria,Spain,EMEA,09-05-14,Coffee grinder,Barrie Murray,70,53,24.29%
I-2420,Riyadh,Saudi Arabia,EMEA,2/23/2014,Oven,Danny Brooks,500,490,2.00%
I-2421,Warsaw,Poland,EMEA,4/26/2016,Iron,Hin Bragg,30,26,13.33%
I-2422,Kuala Lumpur,Malaysia,APAC,05-02-15,Microwave,Stephen MacGregor,80,53,33.75%
I-2423,Santiago,Chile,LATAM,9/29/2018,Washing Machine,Bruce McPhee,800,616,23.00%
I-2424,Toronto,Canada,NA,4/23/2016,Vacuum Cleaner,James Hammond,250,225,10.00%
I-2425,Santiago,Chile,LATAM,01-02-15,Vacuum Cleaner,Julia Hammond,250,215,14.00%
I-2426,Shenzhen,China,APAC,02-11-14,Washing Machine,Edward Jenkins,800,712,11.00%
I-2427,Kansas City,USA,NA,09-06-18,Toaster,Robert Jenkins,50,46,8.00%
I-2428,Bogota,Colombia,LATAM,12/27/2015,Refrigerator,Paul Puri,1000,960,4.00%
I-2429,Buenos Aires,Argentina,LATAM,07-03-17,Vacuum Cleaner,Lisa Wood,250,243,2.80%
I-2430,Seoul,South Korea,APAC,9/14/2015,Air conditioner,Iftikhar Haywood,700,665,5.00%
I-2431,Bangkok,Thailand,APAC,08-05-18,Iron,Martin Gee,30,30,0.00%
I-2432,Sao Paolo,Brazil,LATAM,9/19/2015,Dishwasher,Elizabeth Holloway,500,350,30.00%
I-2433,Delhi,India,APAC,1/21/2016,Iron,Gillian Harris,30,28,6.67%
I-2434,Chicago,USA,NA,7/31/2016,Vacuum Cleaner,Ronald Bettley,250,245,2.00%
I-2435,Jerusalem,Israel,EMEA,12/26/2017,Ceiling fan,John Bond,150,143,4.67%
I-2436,Kuala Lumpur,Malaysia,APAC,8/17/2018,Blender,Trudi Griffin,50,49,2.00%
I-2437,Shenzhen,China,APAC,4/13/2017,Toaster,Fatima James,50,50,0.00%
I-2438,Bangkok,Thailand,APAC,07-12-15,Refrigerator,Mary Mitchell,1000,940,6.00%
I-2439,Berlin,Germany,EMEA,04-01-16,Washing Machine,David Power,800,480,40.00%
I-2440,Madria,Spain,EMEA,04-06-14,Vacuum Cleaner,Paul Long,250,198,20.80%
I-2441,Amsterdam,Netherlands,EMEA,02-09-18,Ceiling fan,Ian Christian,150,131,12.67%
I-2442,Bogota,Colombia,LATAM,7/15/2017,Refrigerator,David Finnie,1000,730,27.00%
I-2443,Berlin,Germany,EMEA,11-11-16,Washing Machine,John Gunter,800,584,27.00%
I-2444,San Fransisco,USA,NA,8/17/2018,Ceiling fan,Kevin Ahmed,150,128,14.67%
I-2445,London,UK,EMEA,11/17/2017,Refrigerator,Philip Dewar,1000,1000,0.00%
I-2446,Paris,France,EMEA,7/20/2017,Toaster,Christopher Griffith,50,47,6.00%
I-2447,Tel Aviv,Israel,EMEA,12/22/2018,Ceiling fan,Rebecca Delo,150,144,4.00%
I-2448,Riyadh,Saudi Arabia,EMEA,12-01-14,Iron,Kelly Owen,30,29,3.33%
I-2449,Los Angeles,USA,NA,12-07-16,Toaster,Colin Matthews,50,44,12.00%
I-2450,Tokyo,Japan,APAC,1/24/2014,Dishwasher,Rose Rowntree,500,350,30.00%
I-2451,Prague,Czech Republic,EMEA,11-09-15,Blender,Terence Mirza,50,42,16.00%
I-2452,Kuala Lumpur,Malaysia,APAC,11/27/2016,Vacuum Cleaner,Harold Lunn,250,220,12.00%
I-2453,Athens,Greece,EMEA,9/17/2016,Dishwasher,Gary Roberts,500,485,3.00%
I-2454,San Fransisco,USA,NA,04-09-18,Air conditioner,James Scott,700,672,4.00%
I-2455,Prague,Czech Republic,EMEA,12-05-17,Air conditioner,Nick Denny,700,630,10.00%
I-2456,Sydney,Australia,APAC,10/26/2016,Washing Machine,James Ricketts,800,688,14.00%
I-2457,Shanghai,China,APAC,5/25/2014,Toaster,Christopher Snape,50,48,4.00%
I-2458,London,UK,EMEA,5/24/2017,Coffee grinder,Philip Dewar,70,67,4.29%
I-2459,Dublin,Ireland,EMEA,02-07-17,Dishwasher,Robert Harris,500,470,6.00%
I-2460,Amsterdam,Netherlands,EMEA,9/19/2014,Vacuum Cleaner,Ian Christian,250,243,2.80%
I-2461,New York,USA,NA,6/28/2018,Washing Machine,Richard Nash,800,552,31.00%
I-2462,Amsterdam,Netherlands,EMEA,11-10-16,Oven,Julia Ferguson,500,490,2.00%
I-2463,Lima,Peru,LATAM,2/20/2014,Microwave,Kevin Goad,80,65,18.75%
I-2464,Vienna,Austria,EMEA,4/15/2016,Blender,Lisa Pepper,50,43,14.00%
I-2465,New York,USA,NA,3/31/2018,Washing Machine,Sarah Houghton,800,616,23.00%
I-2466,Buenos Aires,Argentina,LATAM,02-03-16,Oven,Kevin Curtis,500,490,2.00%
I-2467,Delhi,India,APAC,5/22/2018,Iron,Tessa Morrow,30,26,13.33%
I-2468,Paris,France,EMEA,09-10-18,Blender,Darren Webb,50,48,4.00%
I-2469,Delhi,India,APAC,2/20/2014,Washing Machine,David Johnson,800,608,24.00%
I-2470,Shanghai,China,APAC,4/27/2016,Refrigerator,Wolf Christian,1000,680,32.00%
I-2471,Seattle,USA,NA,6/30/2015,Oven,Kevin Styles,500,500,0.00%
I-2472,Riyadh,Saudi Arabia,EMEA,9/21/2015,Air conditioner,Gillian Crawley,700,462,34.00%
I-2473,Capetown,South Africa,EMEA,4/20/2015,Microwave,Margaret Philp,80,69,13.75%
I-2474,Dublin,Ireland,EMEA,4/27/2015,Coffee grinder,James Carley,70,47,32.86%
I-2475,Moscow,Russia,EMEA,5/22/2016,Dishwasher,Dermot Bailey,500,490,2.00%
I-2476,Bangkok,Thailand,APAC,6/28/2017,Oven,Stephen Burch,500,490,2.00%
I-2477,Osaka,Japan,APAC,3/30/2018,Microwave,Tracy Stanley,80,80,0.00%
I-2478,Berlin,Germany,EMEA,4/24/2017,Microwave,Jacqueline Clamp,80,76,5.00%
I-2479,Madria,Spain,EMEA,04-03-18,Air conditioner,Zhan Whitfield,700,686,2.00%
I-2480,Amsterdam,Netherlands,EMEA,4/18/2014,Vacuum Cleaner,David Dorey,250,223,10.80%
I-2481,Osaka,Japan,APAC,03-08-15,Vacuum Cleaner,Jill Thompson,250,180,28.00%
I-2482,Bogota,Colombia,LATAM,11-08-16,Ceiling fan,Gary Percival,150,146,2.67%
I-2483,Bogota,Colombia,LATAM,5/18/2016,Vacuum Cleaner,Sandra Rew,250,235,6.00%
I-2484,Athens,Greece,EMEA,10-11-18,Washing Machine,Charles Ali,800,440,45.00%
I-2485,Bangalore,India,APAC,11/26/2015,Iron,Stuart Sykes,30,28,6.67%
I-2486,Sao Paolo,Brazil,LATAM,05-04-16,Vacuum Cleaner,Gary Reynolds,250,213,14.80%
I-2487,Seattle,USA,NA,7/16/2017,Air conditioner,Kate Nash,700,665,5.00%
I-2488,Bangalore,India,APAC,4/21/2017,Oven,Johanna Mirza,500,495,1.00%
I-2489,Capetown,South Africa,EMEA,3/15/2014,Coffee grinder,Nicholas Holloway,70,67,4.29%
I-2490,Vienna,Austria,EMEA,10-08-14,Oven,Paul Munday,500,490,2.00%
I-2491,New York,USA,NA,7/27/2014,Oven,Stephen Cohen,500,495,1.00%
I-2492,New York,USA,NA,05-12-18,Air conditioner,Matthew Crowe,700,700,0.00%
I-2493,Riyadh,Saudi Arabia,EMEA,4/26/2018,Blender,Heather Murray,50,43,14.00%
I-2494,Toronto,Canada,NA,7/26/2015,Washing Machine,Michael Patel,800,616,23.00%
I-2495,Kansas City,USA,NA,6/20/2018,Vacuum Cleaner,David Rodrigues,250,245,2.00%
I-2496,Tel Aviv,Israel,EMEA,6/13/2018,Vacuum Cleaner,Deanna Wang,250,223,10.80%
I-2497,Amsterdam,Netherlands,EMEA,7/14/2018,Microwave,Ian Christian,80,73,8.75%
I-2498,Capetown,South Africa,EMEA,5/15/2014,Coffee grinder,Nicholas Holloway,70,67,4.29%
I-2499,Prague,Czech Republic,EMEA,10-02-14,Iron,Edward Khan,30,30,0.00%
I-2500,Kansas City,USA,NA,03-01-16,Blender,Douglas Davies,50,49,2.00%
I-2501,Cairo,Egypt,EMEA,10/27/2014,Oven,Basil Bain,500,495,1.00%
I-2502,London,UK,EMEA,9/14/2017,Dishwasher,James Neville,500,485,3.00%
I-2503,San Fransisco,USA,NA,1/29/2015,Ceiling fan,Shelley Lock,150,116,22.67%
I-2504,Toronto,Canada,NA,8/26/2015,Air conditioner,Kyle Anderson,700,658,6.00%
I-2505,Riyadh,Saudi Arabia,EMEA,4/17/2016,Iron,Lloyd Barr,30,27,10.00%
I-2506,Moscow,Russia,EMEA,4/28/2014,Washing Machine,Darren Brooks,800,608,24.00%
I-2507,Guangzhou,China,APAC,05-04-16,Toaster,Glenys Wright,50,49,2.00%
I-2508,Bogota,Colombia,LATAM,09-10-16,Microwave,Alison Lazar,80,69,13.75%
I-2509,Kuala Lumpur,Malaysia,APAC,04-01-15,Coffee grinder,Stephen MacGregor,70,64,8.57%
I-2510,Riyadh,Saudi Arabia,EMEA,9/25/2018,Iron,Victoria Sherwin,30,27,10.00%
I-2511,Prague,Czech Republic,EMEA,8/20/2014,Dishwasher,Andrew Waddell,500,500,0.00%
I-2512,Cairo,Egypt,EMEA,06-10-14,Microwave,David Amos,80,60,25.00%
I-2513,Tel Aviv,Israel,EMEA,10/31/2018,Air conditioner,Jacob Percival,700,637,9.00%
I-2514,Tokyo,Japan,APAC,2/18/2014,Vacuum Cleaner,Pauline Taylor,250,178,28.80%
I-2515,Warsaw,Poland,EMEA,11/24/2015,Oven,Hin Bragg,500,500,0.00%
I-2516,Jerusalem,Israel,EMEA,09-01-17,Toaster,Barbara Scott,50,47,6.00%
I-2517,Capetown,South Africa,EMEA,10/23/2014,Dishwasher,Marcus Jacob,500,405,19.00%
I-2518,Rome,Italy,EMEA,03-12-17,Vacuum Cleaner,Golam Reid,250,245,2.00%
I-2519,Bucharest,Romania,EMEA,3/25/2018,Microwave,Alan Grant,80,78,2.50%
I-2520,Bogota,Colombia,LATAM,6/18/2015,Dishwasher,Philip Mishra,500,345,31.00%
I-2521,Bogota,Colombia,LATAM,9/17/2018,Refrigerator,Basil Nolan,1000,590,41.00%
I-2522,Paris,France,EMEA,8/29/2015,Vacuum Cleaner,Joanne Sayer,250,238,4.80%
I-2523,Paris,France,EMEA,10/17/2017,Air conditioner,Ketan Bryan,700,672,4.00%
I-2524,Paris,France,EMEA,8/15/2017,Oven,Darren Webb,500,500,0.00%
I-2525,Sydney,Australia,APAC,1/19/2016,Oven,Robert Faulkner,500,495,1.00%
I-2526,Seoul,South Korea,APAC,1/28/2014,Iron,Steven Wood,30,29,3.33%
I-2527,Sydney,Australia,APAC,6/24/2015,Microwave,James White,80,55,31.25%
I-2528,Delhi,India,APAC,2/17/2015,Washing Machine,Glen Campbell,800,608,24.00%
I-2529,Kansas City,USA,NA,10-05-15,Iron,Robert Jenkins,30,22,26.67%
I-2530,Shenzhen,China,APAC,4/27/2014,Microwave,Caroline Gee,80,69,13.75%
I-2531,Bangalore,India,APAC,12-01-16,Air conditioner,Stuart Sykes,700,665,5.00%
I-2532,Istanbul,Turkey,EMEA,3/23/2017,Iron,Anthony Rothery,30,28,6.67%
I-2533,Seattle,USA,NA,3/14/2018,Washing Machine,Harold Green,800,464,42.00%
I-2534,Seattle,USA,NA,03-09-17,Washing Machine,Derek Harris,800,584,27.00%
I-2535,Rome,Italy,EMEA,6/30/2017,Air conditioner,Richard Batty,700,686,2.00%
I-2536,Sydney,Australia,APAC,07-07-18,Vacuum Cleaner,Robert Faulkner,250,213,14.80%
I-2537,Kansas City,USA,NA,08-12-17,Dishwasher,Christina Pedley,500,470,6.00%
I-2538,Capetown,South Africa,EMEA,11-05-14,Washing Machine,Stuart Anderson,800,664,17.00%
I-2539,Kuala Lumpur,Malaysia,APAC,11-02-14,Oven,Stephen MacGregor,500,495,1.00%
I-2540,Shenzhen,China,APAC,03-09-16,Microwave,Russell Reynolds,80,72,10.00%
I-2541,Tokyo,Japan,APAC,01-09-18,Coffee grinder,Nicholas Goude,70,65,7.14%
I-2542,Ho Chi Minh City,Vietnam,APAC,5/13/2015,Vacuum Cleaner,Frank Sewell,250,163,34.80%
I-2543,Capetown,South Africa,EMEA,12-12-18,Oven,Helen Cooke,500,500,0.00%
I-2544,Guangzhou,China,APAC,06-02-15,Air conditioner,Donald Higgs,700,448,36.00%
I-2545,Tel Aviv,Israel,EMEA,3/25/2018,Washing Machine,Frances Weller,800,496,38.00%
I-2546,Jerusalem,Israel,EMEA,12/30/2018,Iron,William Collins,30,30,0.00%
I-2547,Chicago,USA,NA,5/22/2017,Vacuum Cleaner,Ronald Bettley,250,245,2.00%
I-2548,Toronto,Canada,NA,09-06-17,Washing Machine,Nick Blacklock,800,576,28.00%
I-2549,Santiago,Chile,LATAM,6/17/2016,Blender,Jason Edmund,50,47,6.00%
I-2550,Santiago,Chile,LATAM,9/29/2018,Coffee grinder,Bruce McPhee,70,66,5.71%
I-2551,London,UK,EMEA,11-06-16,Dishwasher,William Cruse,500,485,3.00%
I-2552,Seoul,South Korea,APAC,03-06-17,Dishwasher,Roger Scott,500,495,1.00%
I-2553,Dubai,UAE,EMEA,9/16/2017,Blender,Nicholas Timbrell,50,49,2.00%
I-2554,Tel Aviv,Israel,EMEA,4/16/2018,Vacuum Cleaner,Deanna Wang,250,223,10.80%
I-2555,Tijuana,Mexico,LATAM,01-11-18,Toaster,Gillian Allnutt,50,43,14.00%
I-2556,Bogota,Colombia,LATAM,04-11-16,Iron,Alison Lazar,30,30,0.00%
I-2557,Lima,Peru,LATAM,05-01-17,Air conditioner,Peter Jago,700,686,2.00%
I-2558,Vienna,Austria,EMEA,3/16/2014,Iron,Jesus Timmins,30,24,20.00%
I-2559,Toronto,Canada,NA,6/29/2017,Vacuum Cleaner,Alison Storey,250,243,2.80%
I-2560,Vienna,Austria,EMEA,5/15/2014,Ceiling fan,Paul Drage,150,140,6.67%
I-2561,Buenos Aires,Argentina,LATAM,8/30/2014,Ceiling fan,Stuart Brown,150,125,16.67%
I-2562,Cairo,Egypt,EMEA,12/19/2015,Refrigerator,John Barnett,1000,950,5.00%
I-2563,Los Angeles,USA,NA,8/15/2017,Ceiling fan,Colin Matthews,150,141,6.00%
I-2564,Prague,Czech Republic,EMEA,6/16/2015,Ceiling fan,Pauline Pluck,150,114,24.00%
I-2565,Osaka,Japan,APAC,8/19/2017,Vacuum Cleaner,Selwyn Kitching,250,230,8.00%
I-2566,Seattle,USA,NA,05-07-14,Blender,Harold Green,50,41,18.00%
I-2567,Los Angeles,USA,NA,3/30/2015,Washing Machine,Chandrakant Atkins,800,792,1.00%
I-2568,Buenos Aires,Argentina,LATAM,03-12-14,Microwave,Abdul Heywood,80,64,20.00%
I-2569,San Fransisco,USA,NA,10/16/2014,Microwave,Arthur Carley,80,62,22.50%
I-2570,Sao Paolo,Brazil,LATAM,05-02-15,Oven,Zoe Munday,500,495,1.00%
I-2571,Istanbul,Turkey,EMEA,2/27/2015,Oven,Francis Hall,500,500,0.00%
I-2572,Seoul,South Korea,APAC,04-08-14,Dishwasher,Roger Scott,500,495,1.00%
I-2573,Warsaw,Poland,EMEA,11-12-14,Vacuum Cleaner,Alexandra Wright,250,248,0.80%
I-2574,Bangalore,India,APAC,05-10-18,Washing Machine,Paul Benton,800,712,11.00%
I-2575,Bangkok,Thailand,APAC,9/26/2017,Toaster,Olive Foster,50,50,0.00%
I-2576,Berlin,Germany,EMEA,2/16/2014,Dishwasher,Paul Sherwin,500,485,3.00%
I-2577,Rome,Italy,EMEA,04-10-16,Oven,Richard Batty,500,500,0.00%
I-2578,Kuala Lumpur,Malaysia,APAC,04-03-18,Coffee grinder,Valerie Hook,70,69,1.43%
I-2579,Moscow,Russia,EMEA,10-03-16,Microwave,Zulfiqar Mirza,80,77,3.75%
I-2580,Santiago,Chile,LATAM,03-05-16,Microwave,Karen Hopewell,80,76,5.00%
I-2581,Dublin,Ireland,EMEA,6/17/2016,Coffee grinder,Emma Gibbons,70,65,7.14%
I-2582,Lima,Peru,LATAM,3/20/2014,Toaster,Michael Wood,50,37,26.00%
I-2583,Mexico City,Mexico,LATAM,12-06-17,Oven,Malcolm Griffith,500,500,0.00%
I-2584,Ho Chi Minh City,Vietnam,APAC,05-01-17,Toaster,Austin Parsons,50,50,0.00%
I-2585,Los Angeles,USA,NA,6/14/2018,Microwave,Chandrakant Atkins,80,73,8.75%
I-2586,Santiago,Chile,LATAM,02-01-17,Air conditioner,Julia Hurren,700,637,9.00%
I-2587,Chicago,USA,NA,09-09-18,Vacuum Cleaner,Amelia Scott,250,248,0.80%
I-2588,Tijuana,Mexico,LATAM,12/20/2015,Dishwasher,Gillian Allnutt,500,475,5.00%
I-2589,Tijuana,Mexico,LATAM,11/13/2014,Blender,Stephen Carlin,50,40,20.00%
I-2590,Shenzhen,China,APAC,11/15/2014,Washing Machine,Gary Shaw,800,504,37.00%
I-2591,Warsaw,Poland,EMEA,2/17/2018,Washing Machine,Alexandra Wright,800,664,17.00%
I-2592,Bucharest,Romania,EMEA,4/23/2017,Dishwasher,Bruce Neville,500,500,0.00%
I-2593,Osaka,Japan,APAC,2/23/2018,Vacuum Cleaner,Denise Clark,250,250,0.00%
I-2594,Seoul,South Korea,APAC,10-08-16,Iron,Kevin Long,30,30,0.00%
I-2595,Vancouver,Canada,NA,10/18/2015,Washing Machine,Ram Thomas,800,632,21.00%
I-2596,Shenzhen,China,APAC,11-06-18,Blender,Roger Rust,50,50,0.00%
I-2597,Los Angeles,USA,NA,06-01-18,Oven,Colin Matthews,500,500,0.00%
I-2598,Chicago,USA,NA,2/25/2016,Oven,Paul Collier,500,495,1.00%
I-2599,Sao Paolo,Brazil,LATAM,4/20/2014,Dishwasher,Cheryl Tubbs,500,485,3.00%
I-2600,Vienna,Austria,EMEA,12/19/2014,Iron,Daniel Henderson,30,23,23.33%
I-2601,Santiago,Chile,LATAM,3/15/2014,Blender,Bruce McPhee,50,50,0.00%
I-2602,London,UK,EMEA,07-06-16,Blender,Francis Godden,50,48,4.00%
I-2603,Warsaw,Poland,EMEA,8/26/2015,Vacuum Cleaner,Hin Bragg,250,160,36.00%
I-2604,Rome,Italy,EMEA,3/24/2017,Ceiling fan,Golam Reid,150,140,6.67%
I-2605,Jerusalem,Israel,EMEA,05-10-15,Blender,Harold Charters,50,42,16.00%
I-2606,Vancouver,Canada,NA,12-04-16,Iron,Helen Kenny,30,29,3.33%
I-2607,Seoul,South Korea,APAC,6/15/2014,Refrigerator,Leonard Green,1000,580,42.00%
I-2608,Tokyo,Japan,APAC,11/20/2014,Refrigerator,David Gow,1000,880,12.00%
I-2609,Dublin,Ireland,EMEA,06-08-14,Coffee grinder,Gwyn Taylor,70,52,25.71%
I-2610,Dubai,UAE,EMEA,1/18/2015,Blender,Tom Clark,50,37,26.00%
I-2611,Mexico City,Mexico,LATAM,08-08-14,Toaster,Phillip Clarke,50,50,0.00%
I-2612,Rochester,USA,NA,09-11-17,Coffee grinder,Michael Lauder,70,67,4.29%
I-2613,Chicago,USA,NA,9/22/2015,Toaster,Amelia Scott,50,50,0.00%
I-2614,Osaka,Japan,APAC,11/24/2016,Coffee grinder,Selwyn Kitching,70,66,5.71%
I-2615,Dubai,UAE,EMEA,12-12-15,Blender,David Romero,50,42,16.00%
I-2616,Santiago,Chile,LATAM,08-07-18,Microwave,Karen Hopewell,80,78,2.50%
I-2617,Bucharest,Romania,EMEA,01-01-17,Refrigerator,Nicola Hewitt,1000,690,31.00%
I-2618,Osaka,Japan,APAC,9/29/2014,Ceiling fan,Colin Patel,150,138,8.00%
I-2619,Kansas City,USA,NA,4/28/2017,Coffee grinder,Robert Arnold,70,68,2.86%
I-2620,Rochester,USA,NA,6/29/2014,Oven,Christopher Grey,500,490,2.00%
I-2621,Warsaw,Poland,EMEA,10-02-15,Iron,Barbara McDevitt,30,25,16.67%
I-2622,Warsaw,Poland,EMEA,6/28/2018,Washing Machine,Hin Bragg,800,576,28.00%
I-2623,Kuala Lumpur,Malaysia,APAC,5/25/2018,Toaster,Valerie Hook,50,48,4.00%
I-2624,Vienna,Austria,EMEA,04-05-16,Vacuum Cleaner,Gillian Rodrigues,250,233,6.80%
I-2625,Bangalore,India,APAC,9/20/2016,Vacuum Cleaner,Colin Lima,250,230,8.00%
I-2626,Moscow,Russia,EMEA,12-05-14,Air conditioner,Dermot Bailey,700,679,3.00%
I-2627,Amsterdam,Netherlands,EMEA,11/18/2018,Toaster,Allyson Parker,50,44,12.00%
I-2628,Jerusalem,Israel,EMEA,2/20/2017,Iron,Isla Parsons,30,29,3.33%
I-2629,Tel Aviv,Israel,EMEA,12-03-15,Air conditioner,David Isaacs,700,462,34.00%
I-2630,Delhi,India,APAC,4/27/2017,Refrigerator,David Johnson,1000,860,14.00%
I-2631,Sao Paolo,Brazil,LATAM,7/16/2014,Blender,Gary Reynolds,50,37,26.00%
I-2632,Warsaw,Poland,EMEA,11/17/2015,Vacuum Cleaner,James Lam,250,173,30.80%
I-2633,Dubai,UAE,EMEA,05-08-17,Air conditioner,David Romero,700,637,9.00%
I-2634,Rochester,USA,NA,3/22/2015,Coffee grinder,Michael Lauder,70,48,31.43%
I-2635,Toronto,Canada,NA,4/29/2015,Coffee grinder,Alison Storey,70,43,38.57%
I-2636,Shenzhen,China,APAC,03-10-15,Iron,Fatima James,30,21,30.00%
I-2637,Amsterdam,Netherlands,EMEA,8/13/2014,Ceiling fan,Donald Barratt,150,107,28.67%
I-2638,Bogota,Colombia,LATAM,03-11-14,Toaster,Basil Nolan,50,48,4.00%
I-2639,Vancouver,Canada,NA,03-12-17,Blender,Margaret McGregor,50,45,10.00%
I-2640,Sydney,Australia,APAC,09-05-16,Coffee grinder,William Martin,70,68,2.86%
I-2641,Kansas City,USA,NA,10/15/2014,Toaster,Robert Arnold,50,45,10.00%
I-2642,Rochester,USA,NA,7/23/2018,Toaster,Michael Lauder,50,48,4.00%
I-2643,Bucharest,Romania,EMEA,8/15/2014,Washing Machine,Nicola Hewitt,800,704,12.00%
I-2644,Bogota,Colombia,LATAM,8/18/2017,Microwave,Russell Thorley,80,80,0.00%
I-2645,Dublin,Ireland,EMEA,8/20/2014,Iron,Gwyn Taylor,30,30,0.00%
I-2646,Rome,Italy,EMEA,1/23/2015,Vacuum Cleaner,Michael Toy,250,160,36.00%
I-2647,Dublin,Ireland,EMEA,11/22/2015,Blender,James Carley,50,43,14.00%
I-2648,Dublin,Ireland,EMEA,3/22/2018,Oven,James Carley,500,495,1.00%
I-2649,Madria,Spain,EMEA,7/29/2018,Iron,Pauline Gagg,30,27,10.00%
I-2650,Dubai,UAE,EMEA,10/17/2015,Microwave,George Smith,80,61,23.75%
I-2651,San Fransisco,USA,NA,4/28/2016,Refrigerator,James Bard,1000,990,1.00%
I-2652,New York,USA,NA,9/18/2017,Toaster,Robert Salisbury,50,45,10.00%
I-2653,Vancouver,Canada,NA,11/15/2016,Vacuum Cleaner,Christopher Kille,250,243,2.80%
I-2654,Paris,France,EMEA,10-09-15,Microwave,Ketan Bryan,80,53,33.75%
I-2655,Sao Paolo,Brazil,LATAM,02-01-14,Refrigerator,Stephen Smith,1000,590,41.00%
I-2656,Bangalore,India,APAC,5/21/2018,Ceiling fan,Stuart Sykes,150,138,8.00%
I-2657,Houston,USA,NA,12-03-15,Air conditioner,David Salmon,700,560,20.00%
I-2658,Rochester,USA,NA,8/29/2014,Washing Machine,Christopher Grey,800,512,36.00%
I-2659,Bucharest,Romania,EMEA,03-05-17,Iron,Bruce Neville,30,29,3.33%
I-2660,Bangkok,Thailand,APAC,2/26/2016,Ceiling fan,Carol Cormack,150,144,4.00%
I-2661,Tijuana,Mexico,LATAM,8/15/2018,Coffee grinder,Paul Skiba,70,70,0.00%
I-2662,Vienna,Austria,EMEA,09-12-17,Dishwasher,Daniel Henderson,500,470,6.00%
I-2663,Tokyo,Japan,APAC,12-07-17,Dishwasher,Nicholas Goude,500,480,4.00%
I-2664,Shanghai,China,APAC,12/22/2016,Dishwasher,Jonathan Will,500,435,13.00%
I-2665,Athens,Greece,EMEA,10/14/2015,Iron,David Walker,30,27,10.00%
I-2666,Kuala Lumpur,Malaysia,APAC,8/27/2016,Refrigerator,Anthony Green,1000,930,7.00%
I-2667,Bucharest,Romania,EMEA,2/25/2015,Coffee grinder,Richard Rowe,70,68,2.86%
I-2668,Cairo,Egypt,EMEA,3/26/2017,Dishwasher,Marek Kwiatkowski,500,460,8.00%
I-2669,Prague,Czech Republic,EMEA,9/30/2015,Vacuum Cleaner,Nick Denny,250,158,36.80%
I-2670,Kansas City,USA,NA,8/16/2014,Air conditioner,Nicola Wright,700,658,6.00%
I-2671,Vienna,Austria,EMEA,05-04-14,Vacuum Cleaner,Janet Ward,250,178,28.80%
I-2672,Seoul,South Korea,APAC,5/22/2015,Vacuum Cleaner,Leonard Green,250,240,4.00%
I-2673,Buenos Aires,Argentina,LATAM,08-01-17,Vacuum Cleaner,Stuart Brown,250,243,2.80%
I-2674,Delhi,India,APAC,06-03-16,Refrigerator,Tessa Morrow,1000,810,19.00%
I-2675,Bangalore,India,APAC,04-04-17,Refrigerator,Johanna Mirza,1000,700,30.00%
I-2676,Amsterdam,Netherlands,EMEA,02-03-16,Iron,Allyson Parker,30,29,3.33%
I-2677,Prague,Czech Republic,EMEA,11-02-14,Refrigerator,Edward Khan,1000,910,9.00%
I-2678,Tijuana,Mexico,LATAM,9/27/2016,Washing Machine,Emily Brierley,800,448,44.00%
I-2679,Rome,Italy,EMEA,6/24/2016,Microwave,Andrew Hirst,80,72,10.00%
I-2680,Guangzhou,China,APAC,02-11-15,Iron,Abdul Amos,30,23,23.33%
I-2681,Mexico City,Mexico,LATAM,1/15/2017,Iron,Paul Smith,30,30,0.00%
I-2682,Paris,France,EMEA,4/15/2018,Iron,Christopher Griffith,30,28,6.67%
I-2683,Delhi,India,APAC,03-08-14,Vacuum Cleaner,Glen Campbell,250,220,12.00%
I-2684,Shanghai,China,APAC,5/13/2014,Vacuum Cleaner,Jonathan Will,250,250,0.00%
I-2685,Tijuana,Mexico,LATAM,9/19/2016,Oven,Emily Brierley,500,490,2.00%
I-2686,Los Angeles,USA,NA,6/16/2018,Air conditioner,Colin Matthews,700,637,9.00%
I-2687,Shanghai,China,APAC,7/30/2017,Air conditioner,Michelle Murray,700,679,3.00%
I-2688,Rochester,USA,NA,11/15/2016,Iron,Christopher Grey,30,28,6.67%
I-2689,Tel Aviv,Israel,EMEA,11/21/2016,Microwave,Thomas Gordon,80,70,12.50%
I-2690,San Fransisco,USA,NA,06-02-14,Iron,James Bard,30,26,13.33%
I-2691,Shanghai,China,APAC,10-05-18,Blender,Glenys Raymond,50,47,6.00%
I-2692,Ho Chi Minh City,Vietnam,APAC,3/20/2017,Blender,Frank Sewell,50,45,10.00%
I-2693,Rochester,USA,NA,01-07-18,Coffee grinder,Helen Deignan,70,69,1.43%
